ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Runtime,Rotten_Tomatoes_Rounded,IMDB_Rounded,AgeRestriction,Genres_Fantasy,Genres_Sci-Fi,Genres_Mystery,Genres_Family,Genres_Adventure,Genres_Crime,Genres_Horror,Genres_Romance,Genres_Documentary,Genres_Action,Genres_Thriller,Genres_Comedy,Genres_Drama,Genres_Others,Continent_Africa,Continent_Antarctica,Continent_Asia,Continent_Europe,Continent_North America,Continent_Oceania,Continent_South America,Continent_NA,Language_NA,Language_Hindi,Language_French,Language_Spanish,Language_English,Language_Others,Era
6482,The Light Thief,2011,NA,6.4,92%,0,0,1,0,0,Aktan Arym Kubat,80.0,Really_Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Latest
6483,Veronika Decides to Die,2009,18+,6.4,NA,0,0,1,0,0,Emily Young,103.0,NA,Average,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6484,Hell Drivers,1957,NA,7.2,NA,0,0,1,0,0,Cy Endfield,108.0,NA,Good,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Vintage
6485,Leviathan,1989,18+,5.8,17%,0,0,1,0,0,George P. Cosmatos,98.0,Really_Bad,Average,Adult,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Golden
6486,Doug Stanhope: No Refunds,2007,18+,8.2,NA,0,0,1,0,0,Milton Lage,61.0,NA,Really_Good,Adult,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6487,The Lottery,2010,NA,7.0,62%,0,0,1,0,0,Daniel Sackheim,100.0,Average,Good,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6488,Heidi Fleiss: Hollywood Madam,1995,18+,6.5,75%,0,0,1,0,0,Nick Broomfield,106.0,Good,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
6489,Abraham Lincoln,1930,NA,5.7,82%,0,0,1,0,0,John Cromwell,110.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Old
6490,There's Something Wrong with Aunt Diane,2011,18+,6.7,NA,0,0,1,0,0,Liz Garbus,101.0,NA,Good,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6491,Casino Jack,2010,18+,6.2,40%,0,0,1,0,0,George Hickenlooper,108.0,,Average,Adult,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6492,Take Me Home,2011,13+,6.8,NA,0,0,1,0,0,Sam Jaeger,97.0,NA,Good,Teen,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6493,Cinderella,1965,all,7.8,NA,0,0,1,1,0,Kenneth Branagh,105.0,NA,Good,Non-Adult,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Vintage
6494,In Dubious Battle,2017,18+,6.1,30%,0,0,1,0,0,James Franco,110.0,Really_Bad,Average,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6495,George Carlin: Playin' with Your Head,1986,NA,8.1,NA,0,0,1,0,0,Rocco Urbisci,60.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6496,Wasted on the Young,2010,18+,5.9,60%,0,0,1,0,0,Ben C. Lucas,97.0,Average,Average,Adult,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Modern
6497,Bickford Shmeckler's Cool Ideas,2006,18+,5.7,50%,0,0,1,0,0,Scott Lew,79.0,Bad,Average,Adult,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6498,Khumba,2013,all,5.7,44%,0,0,1,0,0,Anthony Silverston,85.0,Bad,Average,Non-Adult,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Latest
6499,Regression,2015,18+,5.7,15%,0,0,1,0,0,Alejandro Amenábar,106.0,Really_Bad,Average,Adult,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Latest
6500,Panfilov's 28 Men,2016,13+,6.8,NA,0,0,1,0,0,"Kim Druzhinin,Andrey Shalopa",121.0,NA,Good,Teen,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Latest
6501,Vivah,2006,NA,6.6,NA,0,0,1,0,0,Sooraj R. Barjatya,160.0,NA,Good,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
6502,Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,2013,NA,7.6,50%,0,0,1,0,0,Stephen Vittoria,120.0,Bad,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6503,"Poverty, Inc.",2014,NA,7.7,NA,0,0,1,0,0,Michael Matheson Miller,94.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,Latest
6504,Secret Reunion,2010,NA,6.9,NA,0,0,1,0,0,Hun Jang,117.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Modern
6505,Powder Blue,2009,18+,6.3,25%,0,0,1,0,0,Timothy Linh Bui,106.0,Really_Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6506,Hello Mary Lou: Prom Night II,1987,18+,5.7,42%,0,0,1,0,0,Bruce Pittman,97.0,Bad,Average,Adult,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6507,Lady in a Cage,1964,NA,6.9,20%,0,0,1,0,0,Walter Grauman,94.0,Really_Bad,Good,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
6508,The Shelter,2015,NA,3.6,100%,0,0,1,0,0,María Lidón,95.0,Really_Good,Bad,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
6509,Double Take,2009,NA,6.2,77%,0,0,1,0,0,George Gallo,88.0,Good,Average,NA,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Modern
6510,Ghostbox Cowboy,2018,NA,4.7,91%,0,0,1,0,0,John Maringouin,90.0,Really_Good,Bad,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Latest
6511,Enter Nowhere,2011,18+,6.5,NA,0,0,1,0,0,Jack Heller,90.0,NA,Good,Adult,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6512,The Unforgiven,1960,NA,6.7,NA,0,0,1,0,0,John Huston,125.0,NA,Good,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
6513,Violet & Daisy,2011,18+,6.1,22%,0,0,1,0,0,Geoffrey Fletcher,88.0,Really_Bad,Average,Adult,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6514,Exhibition,2013,NA,5.8,84%,0,0,1,0,0,Joanna Hogg,104.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
6515,The Escort,2016,NA,6.0,NA,0,0,1,0,0,Will Slocombe,88.0,NA,Average,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6516,Assaulted: Civil Rights Under Fire,2013,13+,7.0,60%,0,0,1,0,0,Kris Koenig,79.0,Average,Good,Teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6517,The Who: The Kids Are Alright,1979,7+,8.1,NA,0,0,1,0,0,Jeff Stein,109.0,NA,Really_Good,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Golden
6518,The Baby of Mâcon,1993,NA,7.0,NA,0,0,1,0,0,Peter Greenaway,122.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
6519,Friends,1971,18+,6.6,17%,0,0,1,0,0,NA,22.0,Really_Bad,Good,Adult,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,Golden
6520,Baar Baar Dekho,2016,7+,5.3,43%,0,0,1,0,0,Nitya Mehra,141.0,Bad,Average,Non-Adult,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Latest
6521,"Never Steady, Never Still",2017,16+,6.0,79%,0,0,1,0,0,Kathleen Hepburn,112.0,Good,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6522,United in Anger: A History of ACT UP,2012,NA,7.5,71%,0,0,1,0,0,Jim Hubbard,93.0,Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6523,The Stray,2017,7+,5.4,40%,0,0,1,0,0,Mitch Davis,92.0,,Average,Non-Adult,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
6524,"I, Anna",2012,NA,6.0,61%,0,0,1,0,0,Barnaby Southcombe,93.0,Average,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
6525,Bigil,2019,NA,6.9,NA,0,0,1,0,0,Atlee Kumar,179.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6526,Heckler,2007,18+,6.1,60%,0,0,1,0,0,Michael Addis,80.0,Average,Average,Adult,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6527,Pushing Hands,1991,NA,7.3,NA,0,0,1,0,0,Ang Lee,105.0,NA,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Modern
6528,A Five Star Life,2013,NA,6.3,64%,0,0,1,0,0,Maria Sole Tognazzi,85.0,Average,Average,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Latest
6529,Half Light,2006,18+,6.0,25%,0,0,1,0,0,Craig Rosenberg,110.0,Really_Bad,Average,Adult,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
6530,Jaffa,2009,NA,6.9,50%,0,0,1,0,0,Keren Yedaya,106.0,Bad,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Modern
6531,Mail Order Wife,2004,18+,6.3,61%,0,0,1,0,0,"Huck Botko,Andrew Gurland",92.0,Average,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
6532,Refusenik,2008,NA,7.9,91%,0,0,1,0,0,Laura Bialis,120.0,Really_Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Modern
6533,Michael Jordan: His Airness,1999,NA,8.1,NA,0,0,1,0,0,Larry Weitzman,55.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6534,Battles Without Honor and Humanity: Deadly Fight in Hiroshima,1973,NA,7.6,NA,0,0,1,0,0,Kinji Fukasaku,100.0,NA,Good,NA,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Golden
6535,Left Behind,2000,13+,4.5,16%,0,0,1,0,0,Vic Armstrong,110.0,Really_Bad,Bad,Teen,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6536,The Hiding Place,1975,7+,7.5,NA,0,0,1,0,0,James F. Collier,150.0,NA,Good,Non-Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6537,CBGB,2013,18+,6.6,7%,0,0,1,0,0,Randall Miller,102.0,Really_Bad,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6538,I Used to Be Darker,2013,NA,5.6,81%,0,0,1,0,0,Matthew Porterfield,89.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6539,Dead or Alive,1999,18+,6.8,NA,0,0,1,0,0,Corey Yuen,87.0,NA,Good,Adult,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,Modern
6540,The Hunting of the President,2004,16+,6.8,74%,0,0,1,0,0,"Nickolas Perry,Harry Thomason",90.0,Good,Good,Teen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6541,The Oblong Box,1969,7+,6.1,57%,0,0,1,0,0,Gordon Hessler,96.0,Average,Average,Non-Adult,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Vintage
6542,Nothing Like the Holidays,2008,13+,6.1,53%,0,0,1,0,0,Alfredo Rodriguez de Villa,98.0,Bad,Average,Teen,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6543,C.H.U.D.,1984,18+,5.6,29%,0,0,1,0,0,Douglas Cheek,88.0,Really_Bad,Average,Adult,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6544,The Killer Is Loose,1956,NA,6.6,60%,0,0,1,0,0,Budd Boetticher,73.0,Average,Good,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
6545,Detective Chinatown,2015,NA,6.6,NA,0,0,1,0,0,Sicheng Chen,136.0,NA,Good,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6546,Phantasm: Ravager,2016,18+,5.0,57%,0,0,1,0,0,David Hartman,85.0,Average,Bad,Adult,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6547,Charlotte Rampling: The Look,2011,NA,6.8,84%,0,0,1,0,0,Angelina Maccarone,99.0,Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,Latest
6548,The Vessel,2016,13+,5.3,67%,0,0,1,0,0,Julio Quintana,86.0,Average,Average,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Latest
6549,A Fat Wreck,2016,NA,7.0,NA,0,0,1,0,0,Shaun Colon,88.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6550,The World Made Straight,2015,18+,5.5,62%,0,0,1,0,0,David Burris,119.0,Average,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6551,Orphans,1998,NA,7.0,47%,0,0,1,0,0,Peter Mullan,101.0,Bad,Good,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Modern
6552,Phil Spector,2013,18+,6.2,49%,0,0,1,0,0,David Mamet,92.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6553,Waqt: The Race Against Time,2005,NA,6.8,NA,0,0,1,0,0,Vipul Amrutlal Shah,153.0,NA,Good,NA,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Modern
6554,Streamers,1983,18+,6.5,56%,0,0,1,0,0,Robert Altman,118.0,Average,Good,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6555,Mexican Gangster,2008,18+,4.1,86%,0,0,1,0,0,José Manuel Cravioto,101.0,Really_Good,Bad,Adult,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Modern
6556,Christmas in the Clouds,2001,7+,6.4,69%,0,0,1,0,0,Kate Montgomery,96.0,Average,Average,Non-Adult,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6557,The Golden Era,2014,NA,6.3,56%,0,0,1,0,0,Ann Hui,177.0,Average,Average,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6558,Tenderness,2009,18+,5.5,40%,0,0,1,0,0,John Polson,101.0,,Average,Adult,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6559,Whitewash,2013,NA,5.8,83%,0,0,1,0,0,Emanuel Hoss-Desmarais,90.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6560,Wish Upon,2017,13+,5.0,19%,0,0,1,0,0,John R. Leonetti,90.0,Really_Bad,Bad,Teen,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6561,Kelly + Victor,2013,NA,5.7,74%,0,0,1,0,0,Kieran Evans,95.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Latest
6562,The Weight of Water,2000,18+,5.9,35%,0,0,1,0,0,Kathryn Bigelow,114.0,Really_Bad,Average,Adult,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Modern
6563,The Wedding Year,2019,18+,5.5,44%,0,0,1,0,0,Robert Luketic,90.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6564,Africa Screams,1949,NA,6.2,60%,0,0,1,0,0,Charles Barton,79.0,Average,Average,NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Vintage
6565,The Ash Lad: In the Hall of the Mountain King,2017,NA,6.1,NA,0,0,1,0,0,Mikkel Brænne Sandemose,104.0,NA,Average,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Latest
6566,Come Drink with Me,1966,18+,6.9,NA,0,0,1,0,0,King Hu,91.0,NA,Good,Adult,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Vintage
6567,Square One,2019,NA,9.3,NA,0,0,1,0,0,Danny Wu,83.0,NA,Really_Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6568,The Devil's Carnival,2012,NA,6.4,NA,0,0,1,0,0,Darren Lynn Bousman,56.0,NA,Average,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6569,Tough Guy: The Bob Probert Story,2018,NA,7.4,NA,0,0,1,0,0,Geordie Day,94.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Latest
6570,Almost Friends,2017,18+,5.9,29%,0,0,1,0,0,Jake Goldberger,101.0,Really_Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6571,Chandni,1989,7+,6.8,NA,0,0,1,0,0,Yash Chopra,186.0,NA,Good,Non-Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Golden
6572,Love Stinks,1999,18+,5.8,19%,0,0,1,0,0,Jeff Franklin,94.0,Really_Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6573,Australia: Land Beyond Time,2002,NA,7.5,83%,0,0,1,0,0,David Flatman,42.0,Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Modern
6574,Local Color,2006,18+,6.9,35%,0,0,1,0,0,George Gallo,107.0,Really_Bad,Good,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6575,The Wasted Times,2016,NA,7.0,20%,0,0,1,0,0,Er Cheng,125.0,Really_Bad,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6576,Path to War,2002,16+,7.3,NA,0,0,1,0,0,John Frankenheimer,165.0,NA,Good,Teen,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6577,Vampire Cleanup Department,2017,NA,5.8,83%,0,0,1,0,0,"Sin-Hang Chiu,Pak-Wing Yan",93.0,Good,Average,NA,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6578,Attack of the Killer Tomatoes!,1978,7+,4.6,27%,0,0,1,0,0,John De Bello,83.0,Really_Bad,Bad,Non-Adult,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6579,Ava,2017,NA,6.7,NA,0,0,1,0,0,Tate Taylor,-1.0,NA,Good,NA,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6580,Forgetting the Girl,2012,NA,5.3,71%,0,0,1,0,0,Nate Taylor,85.0,Good,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6581,Nuclear Nation,2012,NA,6.0,90%,0,0,1,0,0,Atsushi Funahashi,96.0,Really_Good,Average,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6582,Partisan,2015,NA,5.8,57%,0,0,1,0,0,Ariel Kleiman,94.0,Average,Average,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Latest
6583,Circle of Iron,1978,18+,5.9,43%,0,0,1,0,0,Richard Moore,102.0,Bad,Average,Adult,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Golden
6584,Golgo 13: The Professional,1983,NA,6.8,NA,0,0,1,0,0,Osamu Dezaki,94.0,NA,Good,NA,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Golden
6585,Red Knot,2014,NA,5.2,89%,0,0,1,0,0,Scott Cohen,80.0,Really_Good,Average,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Latest
6586,Jomonte Suvisheshangal,2017,7+,6.7,NA,0,0,1,0,0,Sathyan Anthikad,156.0,NA,Good,Non-Adult,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Latest
6587,The Viral Factor,2012,NA,5.9,56%,0,0,1,0,0,Dante Lam,122.0,Average,Average,NA,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Latest
6588,American Teacher,2011,all,6.8,67%,0,0,1,0,0,"Vanessa Roth,Brian McGinn",81.0,Average,Good,Non-Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6589,Another Happy Day,2011,18+,6.1,44%,0,0,1,0,0,Sam Levinson,119.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6590,Broken Ceiling,2018,NA,7.4,60%,0,0,1,0,0,Adam Davis,90.0,Average,Good,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6591,Caroline and Jackie,2013,NA,6.4,80%,0,0,1,0,0,Adam Christian Clark,85.0,Good,Average,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Latest
6592,What We Do Is Secret,2008,18+,6.4,45%,0,0,1,0,0,Rodger Grossman,92.0,Bad,Average,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Modern
6593,Atari: Game Over,2014,NA,6.7,NA,0,0,1,0,0,Zak Penn,66.0,NA,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,Latest
6594,Ninja: Shadow of a Tear,2013,18+,6.2,NA,0,0,1,0,0,Isaac Florentine,95.0,NA,Average,Adult,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Latest
6595,Mama Africa,2011,NA,7.0,75%,0,0,1,0,0,Mika Kaurismäki,90.0,Good,Good,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,Latest
